official_id,name,name_kana,age,faction,office_type,jurisdiction,promises_text,promises_url,blog_url,source,scraped_at
pol_3809,竹本　誠,,,,elected,広島県,Elected in 海田町議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/CEFy57/M?S=lcqdt0qjpg0k,,seijiyama.jp/elections,2025-10-28 12:08:31
pol_3810,箕野　博司,,,,elected,広島県,Elected in 北広島町長選挙（2017年3月5日投票）結果,https://seijiyama.jp/area/card/3624/309Tfe/M?S=lcqdt0qine0k,,seijiyama.jp/elections,2025-10-28 12:08:14
pol_3811,細田　勝枝,,,,elected,広島県,Elected in 廿日市市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/Ihsa4C/M?S=lcqdt0qinh0k,,seijiyama.jp/elections,2025-10-28 12:08:26
pol_3812,美濃　孝二,,,,elected,広島県,Elected in 北広島町議会議員選挙（2017年3月5日投票）結果,https://seijiyama.jp/area/card/3624/cgXPhK/M?S=lcqdt0qinf0k,,seijiyama.jp/elections,2025-10-28 12:08:41
pol_3813,胡子　雅信,,,,elected,広島県,Elected in 江田島市議会議員選挙（2017年10月1日投票）結果,https://seijiyama.jp/area/card/3624/c3Qpeg/M?S=lcqdt0reqg0k,,seijiyama.jp/elections,2025-10-28 12:09:11
pol_3814,花野　伸二,,,,elected,広島県,Elected in 江田島市議会議員選挙（2017年10月1日投票）結果,https://seijiyama.jp/area/card/3624/c3Qpeg/M?S=lcqdt0reqg0k,,seijiyama.jp/elections,2025-10-28 12:09:11
pol_3815,荒井　静彦,,,,elected,広島県,Elected in 三原市長選挙（2017年4月16日投票）結果,https://seijiyama.jp/area/card/3624/cagmA0/M?S=lcqdt0raoc0k,,seijiyama.jp/elections,2025-10-28 12:09:01
pol_3816,荻村　文規,,,,elected,広島県,Elected in 廿日市市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/Ihsa4C/M?S=lcqdt0qinh0k,,seijiyama.jp/elections,2025-10-28 12:08:26
pol_3817,菅　富範,,,,elected,広島県,Elected in 大崎上島町議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/0eMJ2G/M?S=lcqdt0qjph0k,,seijiyama.jp/elections,2025-10-28 12:08:45
pol_3818,萩　由美子,,,,elected,広島県,Elected in 三原市議会議員選挙（2017年4月16日投票）結果,https://seijiyama.jp/area/card/3624/Ba5I17/M?S=lcqdt0raod0k,,seijiyama.jp/elections,2025-10-28 12:09:07
pol_3819,落海　直哉,,,,elected,広島県,Elected in 東広島市議会議員選挙（2019年4月21日投票）結果,https://seijiyama.jp/area/card/3624/IJFfbE/M?S=lcqdt0sjta0k,,seijiyama.jp/elections,2025-10-28 12:09:21
pol_3820,蔵升　芳信,,,,elected,広島県,Elected in 北広島町議会議員選挙（2017年3月5日投票）結果,https://seijiyama.jp/area/card/3624/cgXPhK/M?S=lcqdt0qinf0k,,seijiyama.jp/elections,2025-10-28 12:08:41
pol_3821,藤原　博規,,,,elected,広島県,Elected in 廿日市市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/Ihsa4C/M?S=lcqdt0qinh0k,,seijiyama.jp/elections,2025-10-28 12:08:26
pol_3822,藤田　俊雄,,,,elected,広島県,Elected in 廿日市市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/Ihsa4C/M?S=lcqdt0qinh0k,,seijiyama.jp/elections,2025-10-28 12:08:26
pol_3823,角増　正裕,,,,elected,広島県,Elected in 江田島市議会議員選挙（2017年10月1日投票）結果,https://seijiyama.jp/area/card/3624/c3Qpeg/M?S=lcqdt0reqg0k,,seijiyama.jp/elections,2025-10-28 12:09:11
pol_3824,角田　伸一,,,,elected,広島県,Elected in 安芸太田町議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/k7TfcF/M?S=lcqdt0qioe0k,,seijiyama.jp/elections,2025-10-28 12:08:36
pol_3825,角田　俊司,,,,elected,広島県,Elected in 廿日市市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/Ihsa4C/M?S=lcqdt0qinh0k,,seijiyama.jp/elections,2025-10-28 12:08:26
pol_3826,谷　晴美,,,,elected,広島県,Elected in 東広島市議会議員選挙（2019年4月21日投票）結果,https://seijiyama.jp/area/card/3624/IJFfbE/M?S=lcqdt0sjta0k,,seijiyama.jp/elections,2025-10-28 12:09:21
pol_3827,谷口　隆明,,,,elected,広島県,Elected in 庄原市議会議員選挙（2017年4月9日投票）結果,https://seijiyama.jp/area/card/3624/F0_M5H/M?S=lcqdt0qjte0k,,seijiyama.jp/elections,2025-10-28 12:08:19
pol_3828,谷川　正芳,,,,elected,広島県,Elected in 大崎上島町長選挙（2019年4月21日投票）結果,https://seijiyama.jp/area/card/3624/Ef0Tcb/M?S=lcqdt0sjtb0k,,seijiyama.jp/elections,2025-10-28 12:09:29
pol_3829,貞岩　敬,,,,elected,広島県,Elected in 東広島市議会議員選挙（2019年4月21日投票）結果,https://seijiyama.jp/area/card/3624/IJFfbE/M?S=lcqdt0sjta0k,,seijiyama.jp/elections,2025-10-28 12:09:21
pol_3830,赤木　忠徳,,,,elected,広島県,Elected in 庄原市議会議員選挙（2017年4月9日投票）結果,https://seijiyama.jp/area/card/3624/F0_M5H/M?S=lcqdt0qjte0k,,seijiyama.jp/elections,2025-10-28 12:08:19
pol_3831,赤松　良雄,,,,elected,広島県,Elected in 大崎上島町長選挙（2019年4月21日投票）結果,https://seijiyama.jp/area/card/3624/Ef0Tcb/M?S=lcqdt0sjtb0k,,seijiyama.jp/elections,2025-10-28 12:09:29
pol_3832,越田　賢一,,,,elected,広島県,Elected in 大崎上島町議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/0eMJ2G/M?S=lcqdt0qjph0k,,seijiyama.jp/elections,2025-10-28 12:08:45
pol_3833,近藤　久子,,,,elected,広島県,Elected in 庄原市議会議員選挙（2017年4月9日投票）結果,https://seijiyama.jp/area/card/3624/F0_M5H/M?S=lcqdt0qjte0k,,seijiyama.jp/elections,2025-10-28 12:08:19
pol_3834,道林　清隆,,,,elected,広島県,Elected in 大崎上島町議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/0eMJ2G/M?S=lcqdt0qjph0k,,seijiyama.jp/elections,2025-10-28 12:08:45
pol_3835,酒永　光志,,,,elected,広島県,Elected in 江田島市議会議員選挙（2017年10月1日投票）結果,https://seijiyama.jp/area/card/3624/c3Qpeg/M?S=lcqdt0reqg0k,,seijiyama.jp/elections,2025-10-28 12:09:11
pol_3836,重光　秋治,,,,elected,広島県,Elected in 東広島市議会議員選挙（2019年4月21日投票）結果,https://seijiyama.jp/area/card/3624/IJFfbE/M?S=lcqdt0sjta0k,,seijiyama.jp/elections,2025-10-28 12:09:21
pol_3837,重森　佳代子,,,,elected,広島県,Elected in 東広島市議会議員選挙（2019年4月21日投票）結果,https://seijiyama.jp/area/card/3624/IJFfbE/M?S=lcqdt0sjta0k,,seijiyama.jp/elections,2025-10-28 12:09:21
pol_3838,重長　英司,,,,elected,広島県,Elected in 江田島市議会議員選挙（2017年10月1日投票）結果,https://seijiyama.jp/area/card/3624/c3Qpeg/M?S=lcqdt0reqg0k,,seijiyama.jp/elections,2025-10-28 12:09:11
pol_3839,重長商店,,,,elected,広島県,Elected in 江田島市議会議員選挙（2017年10月1日投票）結果,https://seijiyama.jp/area/card/3624/c3Qpeg/M?S=lcqdt0reqg0k,,seijiyama.jp/elections,2025-10-28 12:09:11
pol_3840,金子　和宏,,,,elected,広島県,Elected in 広島市長選挙（2019年4月7日投票）結果,https://seijiyama.jp/area/card/3624/9GH0C5/M?S=lcqdt0sire0k,,seijiyama.jp/elections,2025-10-28 12:09:16
pol_3841,鈴木　利宏,,,,elected,広島県,Elected in 東広島市議会議員選挙（2019年4月21日投票）結果,https://seijiyama.jp/area/card/3624/IJFfbE/M?S=lcqdt0sjta0k,,seijiyama.jp/elections,2025-10-28 12:09:21
pol_3842,鈴木　英士,,,,elected,広島県,Elected in 東広島市議会議員選挙（2019年4月21日投票）結果,https://seijiyama.jp/area/card/3624/IJFfbE/M?S=lcqdt0sjta0k,,seijiyama.jp/elections,2025-10-28 12:09:21
pol_3843,長坂　実子,,,,elected,広島県,Elected in 江田島市議会議員選挙（2017年10月1日投票）結果,https://seijiyama.jp/area/card/3624/c3Qpeg/M?S=lcqdt0reqg0k,,seijiyama.jp/elections,2025-10-28 12:09:11
pol_3844,門脇　俊照,,,,elected,広島県,Elected in 庄原市議会議員選挙（2017年4月9日投票）結果,https://seijiyama.jp/area/card/3624/F0_M5H/M?S=lcqdt0qjte0k,,seijiyama.jp/elections,2025-10-28 12:08:19
pol_3845,閑田　大祐,,,,elected,広島県,Elected in 大崎上島町議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/0eMJ2G/M?S=lcqdt0qjph0k,,seijiyama.jp/elections,2025-10-28 12:08:45
pol_3846,陶　範昭,,,,elected,広島県,Elected in 三原市議会議員選挙（2017年4月16日投票）結果,https://seijiyama.jp/area/card/3624/Ba5I17/M?S=lcqdt0raod0k,,seijiyama.jp/elections,2025-10-28 12:09:07
pol_3847,隅田　仁美,,,,elected,広島県,Elected in 廿日市市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/Ihsa4C/M?S=lcqdt0qinh0k,,seijiyama.jp/elections,2025-10-28 12:08:26
pol_3848,飯盛　豊,,,,elected,広島県,Elected in 廿日市市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/Ihsa4C/M?S=lcqdt0qinh0k,,seijiyama.jp/elections,2025-10-28 12:08:26
pol_3849,養殖業,,,,elected,広島県,Elected in 大崎上島町議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/0eMJ2G/M?S=lcqdt0qjph0k,,seijiyama.jp/elections,2025-10-28 12:08:45
pol_3850,高原　伸一,,,,elected,広島県,Elected in 三原市議会議員選挙（2017年4月16日投票）結果,https://seijiyama.jp/area/card/3624/Ba5I17/M?S=lcqdt0raod0k,,seijiyama.jp/elections,2025-10-28 12:09:07
pol_3851,高木　武子,,,,elected,広島県,Elected in 三原市議会議員選挙（2017年4月16日投票）結果,https://seijiyama.jp/area/card/3624/Ba5I17/M?S=lcqdt0raod0k,,seijiyama.jp/elections,2025-10-28 12:09:07
pol_3852,高橋　みさ子,,,,elected,広島県,Elected in 廿日市市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/Ihsa4C/M?S=lcqdt0qinh0k,,seijiyama.jp/elections,2025-10-28 12:08:26
pol_3853,高橋　典弘,,,,elected,広島県,Elected in 東広島市議会議員選挙（2019年4月21日投票）結果,https://seijiyama.jp/area/card/3624/IJFfbE/M?S=lcqdt0sjta0k,,seijiyama.jp/elections,2025-10-28 12:09:21
pol_3854,高田　幸典,,,,elected,広島県,Elected in 大崎上島町長選挙（2019年4月21日投票）結果,https://seijiyama.jp/area/card/3624/Ef0Tcb/M?S=lcqdt0sjtb0k,,seijiyama.jp/elections,2025-10-28 12:09:29
pol_3855,高見　篤己,,,,elected,広島県,Elected in 広島県知事選挙（2017年11月12日投票）結果,https://seijiyama.jp/area/card/3624/a1ae08/M?S=lcqdt0rfqg0k,,seijiyama.jp/elections,2025-10-28 12:08:49
pol_3856,鶴田　明雄,,,,elected,広島県,Elected in 廿日市市議会議員選挙（2017年3月26日投票）結果,https://seijiyama.jp/area/card/3624/Ihsa4C/M?S=lcqdt0qinh0k,,seijiyama.jp/elections,2025-10-28 12:08:26
pol_3857,七条　明,,,,elected,徳島県,Elected in 上板町長選挙（2017年10月1日投票）結果,https://seijiyama.jp/area/card/3624/i0kxEb/M?S=lcqdt0rdti0k,,seijiyama.jp/elections,2025-10-28 12:11:57
pol_3858,三好　正治,,,,elected,徳島県,Elected in 東みよし町議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/kcXgEH/M?S=lcqdt0saka0k,,seijiyama.jp/elections,2025-10-28 12:12:20
pol_3859,三木　和弘,,,,elected,徳島県,Elected in 三好市議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/CdKo57/M?S=lcqdt0rjtj0k,,seijiyama.jp/elections,2025-10-28 12:12:16
pol_3860,三津　良裕,,,,elected,徳島県,Elected in 鳴門市議会議員選挙（2017年11月26日投票）結果,https://seijiyama.jp/area/card/3624/3EDpe9/M?S=lcqdt0rgkc0k,,seijiyama.jp/elections,2025-10-28 12:12:01
pol_3861,三浦　三一,,,,elected,徳島県,Elected in 阿波市議会議員選挙（2018年3月25日投票）結果,https://seijiyama.jp/area/card/3624/dFiBhB/M?S=lcqdt0rhsb0k,,seijiyama.jp/elections,2025-10-28 12:12:10
pol_3862,上勝町長,,,,elected,徳島県,Elected in 上勝町長選挙（2017年4月16日投票）結果,https://seijiyama.jp/area/card/3624/J4fDHI/M?S=lcqdt0rarb0k,,seijiyama.jp/elections,2025-10-28 12:11:36
pol_3863,上板町長,,,,elected,徳島県,Elected in 上板町長選挙（2017年10月1日投票）結果,https://seijiyama.jp/area/card/3624/i0kxEb/M?S=lcqdt0rdti0k,,seijiyama.jp/elections,2025-10-28 12:11:57
pol_3864,上田　公司,,,,elected,徳島県,Elected in 鳴門市議会議員選挙（2017年11月26日投票）結果,https://seijiyama.jp/area/card/3624/3EDpe9/M?S=lcqdt0rgkc0k,,seijiyama.jp/elections,2025-10-28 12:12:01
pol_3865,丞原　広幸,,,,elected,徳島県,Elected in 那賀町議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/52iGd3/M?S=lcqdt0reqh0k,,seijiyama.jp/elections,2025-10-28 12:11:26
pol_3866,並岡　和久,,,,elected,徳島県,Elected in 三好市議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/CdKo57/M?S=lcqdt0rjtj0k,,seijiyama.jp/elections,2025-10-28 12:12:16
pol_3867,中　耕司,,,,elected,徳島県,Elected in 三好市議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/CdKo57/M?S=lcqdt0rjtj0k,,seijiyama.jp/elections,2025-10-28 12:12:16
pol_3868,中川　祐司,,,,elected,徳島県,Elected in 東みよし町議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/kcXgEH/M?S=lcqdt0saka0k,,seijiyama.jp/elections,2025-10-28 12:12:20
pol_3869,中田　丑五郎,,,,elected,徳島県,Elected in 勝浦町長選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/JJOT9b/M?S=lcqdt0rgqi0k,,seijiyama.jp/elections,2025-10-28 12:11:33
pol_3870,中野　厚志,,,,elected,徳島県,Elected in 阿波市議会議員選挙（2018年3月25日投票）結果,https://seijiyama.jp/area/card/3624/dFiBhB/M?S=lcqdt0rhsb0k,,seijiyama.jp/elections,2025-10-28 12:12:10
pol_3871,久川　治次郎,,,,elected,徳島県,Elected in 那賀町議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/52iGd3/M?S=lcqdt0reqh0k,,seijiyama.jp/elections,2025-10-28 12:11:26
pol_3872,久米　悟,,,,elected,徳島県,Elected in 那賀町議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/52iGd3/M?S=lcqdt0reqh0k,,seijiyama.jp/elections,2025-10-28 12:11:26
pol_3873,久米　良久,,,,elected,徳島県,Elected in 阿南市議会議員選挙（2017年11月12日投票）結果,https://seijiyama.jp/area/card/3624/k4oUiI/M?S=lcqdt0rfoj0k,,seijiyama.jp/elections,2025-10-28 12:11:18
pol_3874,井坂　重広,,,,elected,徳島県,Elected in 阿南市議会議員選挙（2017年11月12日投票）結果,https://seijiyama.jp/area/card/3624/k4oUiI/M?S=lcqdt0rfoj0k,,seijiyama.jp/elections,2025-10-28 12:11:18
pol_3875,井添　伸一,,,,elected,徳島県,Elected in 東みよし町議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/kcXgEH/M?S=lcqdt0saka0k,,seijiyama.jp/elections,2025-10-28 12:12:20
pol_3876,仁尾　健治,,,,elected,徳島県,Elected in 三好市長選挙（2017年7月9日投票）結果,https://seijiyama.jp/area/card/3624/efZYEf/M?S=lcqdt0rcpg0k,,seijiyama.jp/elections,2025-10-28 12:11:29
pol_3877,仁木　啓人,,,,elected,徳島県,Elected in 阿南市議会議員選挙（2017年11月12日投票）結果,https://seijiyama.jp/area/card/3624/k4oUiI/M?S=lcqdt0rfoj0k,,seijiyama.jp/elections,2025-10-28 12:11:18
pol_3878,伊丹　征治,,,,elected,徳島県,Elected in 三好市議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/CdKo57/M?S=lcqdt0rjtj0k,,seijiyama.jp/elections,2025-10-28 12:12:16
pol_3879,住友　利広,,,,elected,徳島県,Elected in 阿南市議会議員選挙（2017年11月12日投票）結果,https://seijiyama.jp/area/card/3624/k4oUiI/M?S=lcqdt0rfoj0k,,seijiyama.jp/elections,2025-10-28 12:11:18
pol_3880,住友　進一,,,,elected,徳島県,Elected in 阿南市議会議員選挙（2017年11月12日投票）結果,https://seijiyama.jp/area/card/3624/k4oUiI/M?S=lcqdt0rfoj0k,,seijiyama.jp/elections,2025-10-28 12:11:18
pol_3881,佐藤　絹子,,,,elected,徳島県,Elected in 鳴門市議会議員選挙（2017年11月26日投票）結果,https://seijiyama.jp/area/card/3624/3EDpe9/M?S=lcqdt0rgkc0k,,seijiyama.jp/elections,2025-10-28 12:12:01
pol_3882,保岡　好江,,,,elected,徳島県,Elected in 阿南市議会議員選挙（2017年11月12日投票）結果,https://seijiyama.jp/area/card/3624/k4oUiI/M?S=lcqdt0rfoj0k,,seijiyama.jp/elections,2025-10-28 12:11:18
pol_3883,兼西　茂,,,,elected,徳島県,Elected in つるぎ町長選挙（2017年3月19日投票）結果,https://seijiyama.jp/area/card/3624/hhh5kF/M?S=lcqdt0qjrb0k,,seijiyama.jp/elections,2025-10-28 12:11:08
pol_3884,出口　治男,,,,elected,徳島県,Elected in 阿波市議会議員選挙（2018年3月25日投票）結果,https://seijiyama.jp/area/card/3624/dFiBhB/M?S=lcqdt0rhsb0k,,seijiyama.jp/elections,2025-10-28 12:12:10
pol_3885,勝浦町長,,,,elected,徳島県,Elected in 勝浦町長選挙（2018年1月28日投票）結果,https://seijiyama.jp/area/card/3624/JJOT9b/M?S=lcqdt0rgqi0k,,seijiyama.jp/elections,2025-10-28 12:11:33
pol_3886,北上　正弘,,,,elected,徳島県,Elected in 阿波市議会議員選挙（2018年3月25日投票）結果,https://seijiyama.jp/area/card/3624/dFiBhB/M?S=lcqdt0rhsb0k,,seijiyama.jp/elections,2025-10-28 12:12:10
pol_3887,北島町長,,,,elected,徳島県,Elected in 北島町長選挙（2018年1月21日投票）結果,https://seijiyama.jp/area/card/3624/KgfSDD/M?S=lcqdt0rgna0k,,seijiyama.jp/elections,2025-10-28 12:11:50
pol_3888,北川　麦,,,,elected,徳島県,Elected in 吉野川市議会議員選挙（2017年5月14日投票）結果,https://seijiyama.jp/area/card/3624/E34ohk/M?S=lcqdt0rbsh0k,,seijiyama.jp/elections,2025-10-28 12:12:06
pol_3889,千葉　清春,,,,elected,徳島県,Elected in 三好市議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/CdKo57/M?S=lcqdt0rjtj0k,,seijiyama.jp/elections,2025-10-28 12:12:16
pol_3890,南　雅彦,,,,elected,徳島県,Elected in 東みよし町議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/kcXgEH/M?S=lcqdt0saka0k,,seijiyama.jp/elections,2025-10-28 12:12:20
pol_3891,原田　健資,,,,elected,徳島県,Elected in 阿波市長選挙（2017年4月16日投票）結果,https://seijiyama.jp/area/card/3624/EGxpDA/M?S=lcqdt0rbni0k,,seijiyama.jp/elections,2025-10-28 12:11:40
pol_3892,原田　定信,,,,elected,徳島県,Elected in 阿波市議会議員選挙（2018年3月25日投票）結果,https://seijiyama.jp/area/card/3624/dFiBhB/M?S=lcqdt0rhsb0k,,seijiyama.jp/elections,2025-10-28 12:12:10
pol_3893,原田　由一,,,,elected,徳島県,Elected in 吉野川市議会議員選挙（2017年5月14日投票）結果,https://seijiyama.jp/area/card/3624/E34ohk/M?S=lcqdt0rbsh0k,,seijiyama.jp/elections,2025-10-28 12:12:06
pol_3894,古井　孝司,,,,elected,徳島県,Elected in 三好市議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/CdKo57/M?S=lcqdt0rjtj0k,,seijiyama.jp/elections,2025-10-28 12:12:16
pol_3895,古川　保博,,,,elected,徳島県,Elected in 北島町長選挙（2018年1月21日投票）結果,https://seijiyama.jp/area/card/3624/KgfSDD/M?S=lcqdt0rgna0k,,seijiyama.jp/elections,2025-10-28 12:11:50
pol_3896,古美術商,,,,elected,徳島県,Elected in 鳴門市議会議員選挙（2017年11月26日投票）結果,https://seijiyama.jp/area/card/3624/3EDpe9/M?S=lcqdt0rgkc0k,,seijiyama.jp/elections,2025-10-28 12:12:01
pol_3897,古野　司,,,,elected,徳島県,Elected in 那賀町議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/52iGd3/M?S=lcqdt0reqh0k,,seijiyama.jp/elections,2025-10-28 12:11:26
pol_3898,叶井　克典,,,,elected,徳島県,Elected in 鳴門市議会議員選挙（2017年11月26日投票）結果,https://seijiyama.jp/area/card/3624/3EDpe9/M?S=lcqdt0rgkc0k,,seijiyama.jp/elections,2025-10-28 12:12:01
pol_3899,吉井　武,,,,elected,徳島県,Elected in 東みよし町議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/kcXgEH/M?S=lcqdt0saka0k,,seijiyama.jp/elections,2025-10-28 12:12:20
pol_3900,吉田　和男,,,,elected,徳島県,Elected in 三好市議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/CdKo57/M?S=lcqdt0rjtj0k,,seijiyama.jp/elections,2025-10-28 12:12:16
pol_3901,吉田　直人,,,,elected,徳島県,Elected in 松茂町長選挙（2017年7月23日投票）結果,https://seijiyama.jp/area/card/3624/9ECmKK/M?S=lcqdt0rctf0k,,seijiyama.jp/elections,2025-10-28 12:11:47
pol_3902,吉田　稔,,,,elected,徳島県,Elected in 阿波市議会議員選挙（2018年3月25日投票）結果,https://seijiyama.jp/area/card/3624/dFiBhB/M?S=lcqdt0rhsb0k,,seijiyama.jp/elections,2025-10-28 12:12:10
pol_3903,喜多　啓吉,,,,elected,徳島県,Elected in 阿南市議会議員選挙（2017年11月12日投票）結果,https://seijiyama.jp/area/card/3624/k4oUiI/M?S=lcqdt0rfoj0k,,seijiyama.jp/elections,2025-10-28 12:11:18
pol_3904,圃山　俊作,,,,elected,徳島県,Elected in 鳴門市議会議員選挙（2017年11月26日投票）結果,https://seijiyama.jp/area/card/3624/3EDpe9/M?S=lcqdt0rgkc0k,,seijiyama.jp/elections,2025-10-28 12:12:01
pol_3905,坂本　健二,,,,elected,徳島県,Elected in 東みよし町議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/kcXgEH/M?S=lcqdt0saka0k,,seijiyama.jp/elections,2025-10-28 12:12:20
pol_3906,坂本　智夫,,,,elected,徳島県,Elected in 東みよし町議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/kcXgEH/M?S=lcqdt0saka0k,,seijiyama.jp/elections,2025-10-28 12:12:20
pol_3907,坂本　正一,,,,elected,徳島県,Elected in 東みよし町議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/kcXgEH/M?S=lcqdt0saka0k,,seijiyama.jp/elections,2025-10-28 12:12:20
pol_3908,坂東　重夫,,,,elected,徳島県,Elected in 阿波市議会議員選挙（2018年3月25日投票）結果,https://seijiyama.jp/area/card/3624/dFiBhB/M?S=lcqdt0rhsb0k,,seijiyama.jp/elections,2025-10-28 12:12:10
pol_3909,塩田　智子,,,,elected,徳島県,Elected in 吉野川市議会議員選挙（2017年5月14日投票）結果,https://seijiyama.jp/area/card/3624/E34ohk/M?S=lcqdt0rbsh0k,,seijiyama.jp/elections,2025-10-28 12:12:06
pol_3910,増富　義明,,,,elected,徳島県,Elected in 吉野川市議会議員選挙（2017年5月14日投票）結果,https://seijiyama.jp/area/card/3624/E34ohk/M?S=lcqdt0rbsh0k,,seijiyama.jp/elections,2025-10-28 12:12:06
pol_3911,多田　敬,,,,elected,徳島県,Elected in 三好市議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/CdKo57/M?S=lcqdt0rjtj0k,,seijiyama.jp/elections,2025-10-28 12:12:16
pol_3912,大柿　兼司,,,,elected,徳島県,Elected in 三好市議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/CdKo57/M?S=lcqdt0rjtj0k,,seijiyama.jp/elections,2025-10-28 12:12:16
pol_3913,大沢　夫左二,,,,elected,徳島県,Elected in 那賀町議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/52iGd3/M?S=lcqdt0reqh0k,,seijiyama.jp/elections,2025-10-28 12:11:26
pol_3914,大浦　忠司,,,,elected,徳島県,Elected in 三好市議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/CdKo57/M?S=lcqdt0rjtj0k,,seijiyama.jp/elections,2025-10-28 12:12:16
pol_3915,大石　美智子,,,,elected,徳島県,Elected in 鳴門市議会議員選挙（2017年11月26日投票）結果,https://seijiyama.jp/area/card/3624/3EDpe9/M?S=lcqdt0rgkc0k,,seijiyama.jp/elections,2025-10-28 12:12:01
pol_3916,天羽　強,,,,elected,徳島県,Elected in 三好市議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/CdKo57/M?S=lcqdt0rjtj0k,,seijiyama.jp/elections,2025-10-28 12:12:16
pol_3917,奥田　勇,,,,elected,徳島県,Elected in 阿南市議会議員選挙（2017年11月12日投票）結果,https://seijiyama.jp/area/card/3624/k4oUiI/M?S=lcqdt0rfoj0k,,seijiyama.jp/elections,2025-10-28 12:11:18
pol_3918,宅川　靖次,,,,elected,徳島県,Elected in 鳴門市議会議員選挙（2017年11月26日投票）結果,https://seijiyama.jp/area/card/3624/3EDpe9/M?S=lcqdt0rgkc0k,,seijiyama.jp/elections,2025-10-28 12:12:01
pol_3919,安藤　孝明,,,,elected,徳島県,Elected in 東みよし町議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/kcXgEH/M?S=lcqdt0saka0k,,seijiyama.jp/elections,2025-10-28 12:12:20
pol_3920,宮崎　明,,,,elected,徳島県,Elected in 鳴門市議会議員選挙（2017年11月26日投票）結果,https://seijiyama.jp/area/card/3624/3EDpe9/M?S=lcqdt0rgkc0k,,seijiyama.jp/elections,2025-10-28 12:12:01
pol_3921,小川　勉,,,,elected,徳島県,Elected in 東みよし町議会議員選挙（2018年4月8日投票）結果,https://seijiyama.jp/area/card/3624/kcXgEH/M?S=lcqdt0saka0k,,seijiyama.jp/elections,2025-10-28 12:12:20
pol_3922,小野　毅,,,,elected,徳島県,Elected in 阿南市議会議員選挙（2017年11月12日投票）結果,https://seijiyama.jp/area/card/3624/k4oUiI/M?S=lcqdt0rfoj0k,,seijiyama.jp/elections,2025-10-28 12:11:18
pol_3923,山上　健造,,,,elected,徳島県,Elected in 那賀町議会議員選挙（2017年10月22日投票）結果,https://seijiyama.jp/area/card/3624/52iGd3/M?S=lcqdt0reqh0k,,seijiyama.jp/elections,2025-10-28 12:11:26
